ID,Target
6590,795.25
6591,998.25
6592,865.5
6593,821
6594,821.5
6595,902.75
6596,940.5
6597,913.75
6598,928.25
6599,1043
6600,1194.5
6601,1260
6602,1131.75
6603,900.25
6604,742.5
6605,674
6606,753.25
6607,733.75
6608,702
6609,687.5
6610,632
6611,615.75
6612,728
6613,772.25
6614,914.33333333333
6615,1121
6616,1083
6617,1099.75
6618,1066.75
6619,931.25
6620,939.5
6621,815.25
6622,891.25
6623,1031.25
6624,1005
6625,946
6626,1010.75
6627,1036.75
6628,938.75
6629,1036
6630,1038.75
6631,1023.5
6632,993.5
6633,832.25
6634,971
6635,803.5
6636,859
6637,709.25
6638,852.5
6639,888.5
6640,974.25
6641,933.75
6642,1024.75
6643,1108
6644,1074.75
6645,1133
6646,1250.75
6647,1351.75
6648,1438.25
6649,1191.25
6650,1064.75
6651,962.25
6652,859.5
6653,866.75
6654,951
6655,808
6656,807.25
6657,614
6658,594.25
6659,566.75
6660,655.25
6661,846.25
6662,1193.25
6663,1201.75
6664,1220.25
6665,1362.25
6666,1235.75
6667,1362.5
6668,1386.25
6669,1502.5
6670,1552.25
6671,1627.75
6672,1983
6673,1677
6674,1338.25
6675,1163.75
6676,1011.75
6677,928.25
6678,873.33333333333
6679,974.75
6680,907
6681,703.75
6682,662.5
6683,654.5
6684,783.5
6685,927
6686,1160.25
6687,1483.25
6688,1567.5
6689,1412.25
6690,1342
6691,1449.75
6692,1346
6693,1313.5
6694,1483
6695,-200
6696,-200
6697,-200
6698,-200
6699,-200
6700,-200
6701,-200
6702,-200
6703,-200
6704,-200
6705,-200
6706,-200
6707,-200
6708,-200
6709,-200
6710,-200
6711,-200
6712,-200
6713,-200
6714,-200
6715,-200
6716,-200
6717,-200
6718,-200
6719,-200
6720,-200
6721,-200
6722,-200
6723,-200
6724,-200
6725,-200
6726,-200
6727,-200
6728,-200
6729,-200
6730,-200
6731,-200
6732,-200
6733,-200
6734,-200
6735,-200
6736,-200
6737,-200
6738,-200
6739,-200
6740,-200
6741,-200
6742,-200
6743,-200
6744,-200
6745,-200
6746,-200
6747,-200
6748,-200
6749,-200
6750,-200
6751,-200
6752,-200
6753,-200
6754,-200
6755,-200
6756,-200
6757,-200
6758,-200
6759,-200
6760,-200
6761,-200
6762,-200
6763,-200
6764,-200
6765,-200
6766,-200
6767,-200
6768,-200
6769,-200
6770,1191
6771,1098.5
6772,906
6773,799.5
6774,855
6775,793.5
6776,768.5
6777,727.25
6778,719
6779,816
6780,773.5
6781,784.75
6782,1014.75
6783,1184
6784,1170
6785,931
6786,704.25
6787,698.5
6788,670.5
6789,613
6790,689.75
6791,683.75
6792,744.25
6793,972
6794,1267.25
6795,1215.25
6796,917.25
6797,1029.75
6798,1167
6799,1083.25
6800,819.25
6801,722
6802,632
6803,649
6804,612
6805,659.75
6806,698.25
6807,665.25
6808,819
6809,963.25
6810,961.75
6811,1067
6812,1068.25
6813,1118
6814,1035.5
6815,1082.25
6816,1219
6817,1136.25
6818,1187.25
6819,1110.5
6820,998.75
6821,944.25
6822,965.75
6823,858.5
6824,639.25
6825,582.5
6826,536
6827,479
6828,466.25
6829,625
6830,776.25
6831,860.75
6832,765.5
6833,699.5
6834,737
6835,746.5
6836,707.5
6837,699.25
6838,772
6839,849.5
6840,1047
6841,1008.25
6842,1031.25
6843,881.5
6844,657.25
6845,686.5
6846,690.25
6847,724.75
6848,470.75
6849,455.25
6850,437
6851,472.5
6852,598.25
6853,629.5
6854,1098
6855,1390
6856,953
6857,825.5
6858,845.25
6859,965.25
6860,891
6861,885.75
6862,923.5
6863,1004.75
6864,1201.75
6865,1163.75
6866,1248
6867,1109.6666666667
6868,952
6869,804.75
6870,837.5
6871,883.25
6872,761
6873,647.5
6874,525
6875,540.5
6876,563
6877,701.25
6878,931
6879,1065.75
6880,926.25
6881,876.75
6882,909
6883,919.75
6884,901.75
6885,843
6886,938
6887,1024.5
6888,972
6889,1104.75
6890,1161
6891,1030
6892,1022.5
6893,795.5
6894,784.75
6895,790
6896,772.75
6897,692.5
6898,657
6899,553.75
6900,622.75
6901,779.25
6902,1095.75
6903,1148
6904,1075.5
6905,1176.5
6906,1177.75
6907,1187.5
6908,1255.75
6909,1078.5
6910,1237.75
6911,1528
6912,1621.75
6913,1689
6914,1691.75
6915,1461.75
6916,1313.75
6917,1208.5
6918,1216
6919,1136.5
6920,1051.5
6921,996.5
6922,928.75
6923,930.5
6924,909.25
6925,957.75
6926,1135.75
6927,1306.75
6928,1263.25
6929,1262.75
6930,1253.5
6931,1425
6932,1375
6933,1208.25
6934,1355.75
6935,1336.75
6936,1338
6937,-200
6938,-200
6939,-200
6940,-200
6941,-200
6942,1167.75
6943,1122.5
6944,1099.5
6945,1027.25
6946,996.5
6947,923.5
6948,924
6949,943.5
6950,925.5
6951,955.5
6952,1015.25
6953,998.75
6954,1089.75
6955,1242.75
6956,1090.25
6957,966
6958,1092.75
6959,1160.75
6960,1233.75
6961,1239.75
6962,1333
6963,1131.5
6964,1174.25
6965,1085.75
6966,886.25
6967,810.25
6968,680
6969,541
6970,522.25
6971,479.25
6972,463.5
6973,484.5
6974,569
6975,617.5
6976,659
6977,684.75
6978,799.25
6979,802.75
6980,632
6981,596.25
6982,801
6983,852.75
6984,941.5
6985,1116.25
6986,1087.5
6987,866.25
6988,700.75
6989,775.5
6990,873
6991,705.25
6992,630.25
6993,547.75
6994,525.66666666667
6995,465
6996,534.75
6997,652.75
6998,943.25
6999,978.25
7000,925.5
7001,831.75
7002,822.25
7003,799.5
7004,763.25
7005,899
7006,995.5
7007,854
7008,891.25
7009,898.75
7010,904.5
7011,876.25
7012,811.75
7013,664.5
7014,715.25
7015,658.75
7016,647.75
7017,654.25
7018,622.75
7019,483.75
7020,572.25
7021,838.75
7022,1157.75
7023,1388.5
7024,1159
7025,946.25
7026,992.5
7027,1143.25
7028,1137.5
7029,1003.25
7030,1163.75
7031,1144.25
7032,1062.5
7033,1020
7034,1025.5
7035,1080.25
7036,828
7037,687
7038,644.75
7039,641.5
7040,636.5
7041,598.25
7042,501.5
7043,533.75
7044,549
7045,587.25
7046,677.75
7047,643.5
7048,651.5
7049,667.5
7050,728.5
7051,786
7052,738.5
7053,718.5
7054,735.25
7055,758.75
7056,941
7057,939.25
7058,865.33333333333
7059,750
7060,669.5
7061,630.75
7062,598
7063,639.25
7064,567.25
7065,545
7066,493.25
7067,504.75
7068,470.25
7069,534
7070,822.25
7071,816
7072,763.75
7073,715.75
7074,734
7075,740.75
7076,725.25
7077,689.25
7078,794
7079,750.75
7080,902.75
7081,773.5
7082,986.5
7083,788
7084,659.5
7085,724
7086,823
7087,751.5
7088,653.5
7089,522
7090,430.75
7091,425.5
7092,452
7093,505.75
7094,551.75
7095,655.75
7096,792.5
7097,737
7098,696.75
7099,820.5
7100,793.5
7101,717
7102,793.75
7103,882.75
7104,816.5
7105,780.5
7106,780.25
7107,790.25
7108,791.25
7109,744
7110,724.25
7111,930
7112,878.25
7113,881
7114,791
7115,753
7116,777.25
7117,735.5
7118,652.75
7119,649
7120,748.25
7121,781.66666666667
7122,874.75
7123,913.75
7124,934
7125,895.5
7126,885
7127,1052.5
7128,1197.75
7129,1029
7130,896.75
7131,905
7132,829.5
7133,773
7134,775
7135,725.5
7136,685.25
7137,738.75
7138,672.75
7139,633.5
7140,613.25
7141,628.75
7142,673.5
7143,703.5
7144,759.75
7145,878.75
7146,860.25
7147,962
7148,836.5
7149,790.25
7150,997.5
7151,936
7152,930.5
7153,996.25
7154,1084
7155,-200
7156,-200
7157,-200
7158,-200
7159,-200
7160,-200
7161,-200
7162,-200
7163,-200
7164,-200
7165,-200
7166,-200
7167,-200
7168,-200
7169,-200
7170,-200
7171,-200
7172,-200
7173,-200
7174,-200
7175,-200
7176,-200
7177,-200
7178,-200
7179,-200
7180,-200
7181,-200
7182,-200
7183,-200
7184,-200
7185,-200
7186,-200
7187,-200
7188,-200
7189,-200
7190,-200
7191,-200
7192,-200
7193,-200
7194,-200
7195,-200
7196,-200
7197,-200
7198,-200
7199,-200
7200,-200
7201,-200
7202,-200
7203,-200
7204,-200
7205,-200
7206,-200
7207,792
7208,901.25
7209,920.75
7210,888.75
7211,850.25
7212,904.25
7213,1018.5
7214,1193.25
7215,1341.25
7216,1277
7217,1375.75
7218,1437.75
7219,1433.5
7220,1089.75
7221,1111.75
7222,1111.25
7223,1098.75
7224,1098.75
7225,1148
7226,1146
7227,1046
7228,946.75
7229,809.75
7230,795.25
7231,784.75
7232,783
7233,681
7234,621.75
7235,679.25
7236,568.25
7237,629.25
7238,712
7239,822.5
7240,803.25
7241,825.5
7242,805.25
7243,921
7244,819.25
7245,828.75
7246,893
7247,885.25
7248,935.33333333333
7249,1063
7250,1026.5
7251,914.75
7252,869.25
7253,805.75
7254,728.75
7255,686.5
7256,660.75
7257,619.75
7258,617
7259,539.75
7260,566.5
7261,659
7262,883.5
7263,1156.5
7264,950.25
7265,1013.25
7266,998.25
7267,1029.75
7268,1088
7269,1141.5
7270,1194.5
7271,1195
7272,1336.75
7273,1356.5
7274,1310.75
7275,1230.75
7276,1161
7277,1035
7278,1085
7279,843.25
7280,744
7281,701.25
7282,673.5
7283,675
7284,690.5
7285,736
7286,978.25
7287,1139.75
7288,1025.5
7289,991.5
7290,1020.25
7291,1086.75
7292,1126.5
7293,1075.5
7294,1265
7295,1235.25
7296,1195.5
7297,1207.5
7298,1362.75
7299,1104.75
7300,942.5
7301,812.5
7302,826.25
7303,789.25
7304,791
7305,673.5
7306,609
7307,571.25
7308,555.5
7309,551.75
7310,586
7311,579.66666666667
7312,683
7313,797
7314,902.5
7315,901.25
7316,1069.5
7317,1241.5
7318,928.75
7319,932.5
7320,1120.75
7321,951.5
7322,1034
7323,961.5
7324,803.75
7325,876.75
7326,872.5
7327,876
7328,704.25
7329,591
7330,531.75
7331,570.75
7332,649.75
7333,842.75
7334,1323.5
7335,1334
7336,1182.75
7337,1192.75
7338,1140.75
7339,1298.25
7340,1275.75
7341,1276.5
7342,1223.25
7343,1210.25
7344,1212.5
7345,1192.25
7346,1217.75
7347,1137
7348,1047
7349,870.5
7350,888.25
7351,756.75
7352,707.5
7353,592
7354,644
7355,628.5
7356,670.5
7357,774.5
7358,1267.75
7359,1466.25
7360,1158
7361,1166.25
7362,1191.75
7363,1184.25
7364,1261.25
7365,1239
7366,1299.25
7367,1227.75
7368,1276.5
7369,1288
7370,1415.5
7371,1250.75
7372,1196.75
7373,1186
7374,963.66666666667
7375,1028.5
7376,941.5
7377,729.25
7378,722
7379,746.25
7380,868
7381,951.25
7382,1234
7383,1298
7384,1285.75
7385,1195.5
7386,1218
7387,1230.75
7388,1154.5
7389,1244.25
7390,1215.75
7391,1226.25
7392,1440
7393,1511.75
7394,1492
7395,1386
7396,1153.75
7397,1019.5
7398,1032.25
7399,984.5
7400,813.75
7401,823.75
7402,694.75
7403,666.25
7404,693.5
7405,900.5
7406,1189.75
7407,1403
7408,1170
7409,1195.5
7410,1077
7411,1025
7412,1080.5
7413,1118.25
7414,1174.75
7415,1294.5
7416,1470.25
7417,1289.5
7418,1093
7419,1084.5
7420,879.5
7421,892
7422,929.75
7423,829.5
7424,736
7425,690.75
7426,720.75
7427,851.25
7428,762.25
7429,869.25
7430,1417.5
7431,1205.5
7432,1229.25
7433,1211.75
7434,1140.25
7435,1222
7436,1150.5
7437,1134
7438,1206.75
7439,1412
7440,1457.5
7441,1463.25
7442,1447.25
7443,1246
7444,818.75
7445,845
7446,877.25
7447,877.75
7448,820.25
7449,767
7450,755.5
7451,658.75
7452,640.5
7453,727.5
7454,966.5
7455,1011.75
7456,1001
7457,976.75
7458,1035
7459,1166
7460,1243.75
7461,1061
7462,1029.25
7463,1153.75
7464,1222.75
7465,1319
7466,1077.75
7467,1140.25
7468,910.25
7469,1016.75
7470,1104
7471,970.25
7472,883.5
7473,813
7474,806.75
7475,720.75
7476,736.5
7477,783.25
7478,750.75
7479,826.75
7480,625
7481,628.5
7482,601.5
7483,651.5
7484,576
7485,583.75
7486,641.75
7487,667.75
7488,673.5
7489,860.5
7490,873
7491,729.5
7492,704.5
7493,771
7494,700.75
7495,682.25
7496,648
7497,533.5
7498,511.5
7499,503.75
7500,552.25
7501,666.66666666667
7502,1176.25
7503,1239.25
7504,1138.75
7505,1152.75
7506,1096.25
7507,1134
7508,1138
7509,1209
7510,1157.5
7511,1329.5
7512,1831.25
7513,1712.25
7514,1201
7515,1098
7516,926
7517,875
7518,844.75
7519,762.25
7520,677
7521,612.75
7522,592
7523,618
7524,679.5
7525,854.5
7526,1204.25
7527,1304.5
7528,1428.25
7529,1215
7530,1336
7531,1431.75
7532,1502.25
7533,1456.75
7534,1420.25
7535,1415.75
7536,1496
7537,1455
7538,1342
7539,813.25
7540,670.25
7541,757.5
7542,840.25
7543,841.5
7544,733.25
7545,548.75
7546,505.5
7547,491.5
7548,514.75
7549,622
7550,880.75
7551,868
7552,691.5
7553,617.5
7554,634
7555,742
7556,845.25
7557,729
7558,728.5
7559,714.5
7560,882.75
7561,858
7562,962.25
7563,891.75
7564,610.66666666667
7565,706.5
7566,715
7567,618.25
7568,529.5
7569,513.75
7570,469.5
7571,493.25
7572,646
7573,635.5
7574,1130.25
7575,1216.75
7576,1223
7577,1031.25
7578,1047.25
7579,1070.5
7580,1127.5
7581,990
7582,1134.25
7583,1348.5
7584,1516.25
7585,1330
7586,1178.75
7587,1085
7588,856.25
7589,828.5
7590,801
7591,794.75
7592,739.75
7593,744.25
7594,808.25
7595,841
7596,947.5
7597,1055.5
7598,1366.5
7599,1526.5
7600,1279.75
7601,1311.25
7602,1365
7603,1402.5
7604,1112.5
7605,1204
7606,1302.75
7607,1191
7608,1238.75
7609,1304.5
7610,1731
7611,1679.25
7612,1345.25
7613,1245.5
7614,1299.75
7615,1131
7616,1153
7617,1087.25
7618,1031.5
7619,1105.5
7620,1036.25
7621,1091.25
7622,1167
7623,1207
7624,1253.75
7625,1197.5
7626,1149.5
7627,1149
7628,1206.25
7629,857.25
7630,806
7631,861.75
7632,925.25
7633,1056.75
7634,1071.5
7635,1326.75
7636,1208.25
7637,1151.75
7638,980.75
7639,879.75
7640,882.75
7641,808.25
7642,788.25
7643,608.5
7644,581
7645,551.75
7646,594.25
7647,734.5
7648,828
7649,870.5
7650,926.75
7651,947.75
7652,895.5
7653,939.5
7654,857.25
7655,693.75
7656,727
7657,846
7658,926
7659,748.5
7660,684.75
7661,782
7662,733.25
7663,810.75
7664,884
7665,578.25
7666,497.75
7667,458.75
7668,520
7669,643.5
7670,1017.5
7671,966.75
7672,799.5
7673,782.5
7674,770.5
7675,804.25
7676,791
7677,898
7678,859.75
7679,883.5
7680,992.25
7681,934
7682,869.75
7683,689
7684,559
7685,540.5
7686,503.5
7687,459
7688,423.5
7689,411.75
7690,398.66666666667
7691,388.25
7692,383.25
7693,434
7694,646.25
7695,785.25
7696,769
7697,701.5
7698,703.25
7699,686.25
7700,722
7701,687.25
7702,688.75
7703,705.5
7704,758
7705,803.25
7706,814.25
7707,637.5
7708,615.5
7709,545.5
7710,513.5
7711,487.25
7712,428.25
7713,410.25
7714,390.25
7715,383.25
7716,441
7717,492
7718,668
7719,732.75
7720,637.75
7721,661.75
7722,633.75
7723,683
7724,750.75
7725,678
7726,721.25
7727,719.5
7728,918
7729,945.25
7730,883.5
7731,822
7732,644.5
7733,620.25
7734,628
7735,596.5
7736,622.25
7737,480.25
7738,412
7739,417
7740,469.75
7741,532.5
7742,837.25
7743,917.25
7744,790.25
7745,683
7746,649.25
7747,716.25
7748,747.75
7749,735.5
7750,746.75
7751,768.5
7752,885.75
7753,987.25
7754,1032
7755,811.25
7756,688.5
7757,724.75
7758,677.25
7759,613.25
7760,584.75
7761,534.25
7762,522.25
7763,486
7764,554
7765,559
7766,822.5
7767,909.25
7768,832
7769,807.5
7770,798
7771,780.75
7772,870.75
7773,767.25
7774,705.66666666667
7775,-200
7776,-200
7777,-200
7778,-200
7779,-200
7780,-200
7781,-200
7782,-200
7783,-200
7784,480
7785,454.5
7786,444.5
7787,447.75
7788,457.5
7789,493.5
7790,585.5
7791,640.5
7792,642
7793,651.75
7794,609.75
7795,618
7796,653
7797,601.75
7798,628.75
7799,676
7800,652.75
7801,656.75
7802,677.5
7803,648.75
7804,561.25
7805,552.5
7806,604.25
7807,598.75
7808,559.5
7809,598.5
7810,565
7811,458.5
7812,454
7813,431.25
7814,465.25
7815,519.5
7816,537
7817,582.66666666667
7818,585
7819,552.25
7820,553.25
7821,566.25
7822,568.5
7823,624.75
7824,581.75
7825,640.75
7826,707.5
7827,715
7828,614.75
7829,684.5
7830,741
7831,649.75
7832,495.25
7833,445.75
7834,434.75
7835,415
7836,448.5
7837,537.75
7838,862.75
7839,1116.25
7840,1153
7841,1066.25
7842,1078
7843,1047.75
7844,1039.75
7845,1139.25
7846,1170.25
7847,1327.5
7848,1489.75
7849,1569.75
7850,1532.75
7851,1149
7852,863.25
7853,782
7854,755.5
7855,697.75
7856,679.75
7857,669.5
7858,688.25
7859,701.25
7860,724.25
7861,885.75
7862,1297.5
7863,1352.5
7864,1214.75
7865,1334
7866,1292
7867,1263.75
7868,1263.75
7869,1201.5
7870,1128.5
7871,1189.5
7872,1128.25
7873,1211.25
7874,1142.5
7875,971
7876,818.25
7877,783.25
7878,746.75
7879,769.25
7880,854.33333333333
7881,868.5
7882,752.75
7883,688.25
7884,736.5
7885,771
7886,1150.75
7887,1485.25
7888,1285.25
7889,1143
7890,1131.5
7891,980.5
7892,982.75
7893,913.25
7894,939.75
7895,1095.75
7896,1283.5
7897,1498.5
7898,1583.5
7899,1168
7900,855.25
7901,891.75
7902,791.25
7903,812.25
7904,707.25
7905,642
7906,623.25
7907,644.75
7908,639.5
7909,724.25
7910,1201.75
7911,1529.5
7912,1316.75
7913,1163.5
7914,989.25
7915,1110.25
7916,1074
7917,1029.5
7918,985.5
7919,1127.5
7920,1605.25
7921,1527.25
7922,1226.75
7923,1069.25
7924,1163.75
7925,943.25
7926,828
7927,770.75
7928,672
7929,776.5
7930,656.5
7931,601.25
7932,703
7933,854
7934,1288.25
7935,1299.75
7936,1189.25
7937,1127.25
7938,857
7939,825.25
7940,923.25
7941,841
7942,815.75
7943,932.33333333333
7944,953.75
7945,1042.5
7946,1025.25
7947,968
7948,804.5
7949,776
7950,778
7951,769.25
7952,751.25
7953,828.25
7954,858.75
7955,731.25
7956,792
7957,868
7958,1073.75
7959,1024
7960,760.25
7961,702
7962,677.5
7963,722.75
7964,695.75
7965,667.5
7966,673.75
7967,659.25
7968,725
7969,820.75
7970,773.5
7971,801
7972,685
7973,760.25
7974,748.75
7975,756
7976,761.25
7977,644.25
7978,623.75
7979,572
7980,530.75
7981,543
7982,526
7983,581.5
7984,726.75
7985,844.25
7986,743
7987,683
7988,590.25
7989,575.5
7990,632.75
7991,693
7992,648.5
7993,736
7994,780
7995,692
7996,627
7997,613.75
7998,612.5
7999,582.25
8000,545
8001,518.25
8002,481.5
8003,495.25
8004,524.5
8005,614.5
8006,929.25
8007,996.33333333333
8008,896.25
8009,835.25
8010,797.25
8011,819.75
8012,783.75
8013,760.5
8014,765.25
8015,854.25
8016,879.25
8017,908
8018,885
8019,738.25
8020,630.25
8021,602.25
8022,588.75
8023,533.5
8024,478.75
8025,452.5
8026,496.25
8027,524.25
8028,551.25
8029,652.5
8030,979.25
8031,1153
8032,922
8033,853.25
8034,881
8035,853.75
8036,920
8037,776.75
8038,732.5
8039,-200
8040,-200
8041,-200
8042,-200
8043,-200
8044,-200
8045,-200
8046,-200
8047,-200
8048,-200
8049,-200
8050,-200
8051,-200
8052,-200
8053,-200
8054,-200
8055,-200
8056,-200
8057,-200
8058,-200
8059,-200
8060,-200
8061,-200
8062,-200
8063,-200
8064,-200
8065,-200
8066,-200
8067,-200
8068,-200
8069,-200
8070,-200
8071,-200
8072,-200
8073,-200
8074,-200
8075,-200
8076,-200
8077,-200
8078,-200
8079,-200
8080,-200
8081,-200
8082,-200
8083,-200
8084,-200
8085,-200
8086,-200
8087,-200
8088,-200
8089,-200
8090,-200
8091,-200
8092,-200
8093,-200
8094,-200
8095,-200
8096,-200
8097,-200
8098,-200
8099,-200
8100,-200
8101,-200
8102,-200
8103,-200
8104,-200
8105,-200
8106,-200
8107,-200
8108,-200
8109,-200
8110,-200
8111,-200
8112,-200
8113,-200
8114,-200
8115,1203
8116,1084.75
8117,1068.75
8118,1124
8119,1079.75
8120,967.25
8121,807.25
8122,787.75
8123,839.25
8124,870
8125,933
8126,1045.5
8127,1048.5
8128,1045
8129,1186
8130,1229
8131,1229
8132,1224.25
8133,1170.3333333333
8134,1201.5
8135,1213.5
8136,1378
8137,1419
8138,1474.25
8139,1381.5
8140,1351.5
8141,1308.5
8142,1239
8143,1255
8144,1092.5
8145,1024.25
8146,1066.25
8147,1030.5
8148,1012.25
8149,1003.25
8150,1046.75
8151,1096.75
8152,1084.25
8153,1023.25
8154,786.5
8155,758.25
8156,836.25
8157,916.75
8158,734.25
8159,727.25
8160,1037.25
8161,938.75
8162,890.75
8163,694
8164,776.75
8165,793
8166,777.5
8167,811
8168,709.25
8169,638.5
8170,567
8171,547.5
8172,645.75
8173,596.75
8174,1030
8175,957.75
8176,1036.25
8177,1639.25
8178,881.75
8179,856.75
8180,853.25
8181,800.25
8182,771.25
8183,829.25
8184,1045.75
8185,1220.75
8186,1140.5
8187,977.75
8188,839
8189,839
8190,658
8191,597
8192,525.5
8193,509.25
8194,439.75
8195,437.25
8196,528.75
8197,619
8198,844
8199,899.25
8200,777.75
8201,668.5
8202,733.5
8203,790
8204,751
8205,680.25
8206,760.75
8207,840.75
8208,1058.5
8209,1120.75
8210,1124
8211,1034
8212,907.5
8213,946
8214,911.75
8215,1003.5
8216,897.75
8217,806.25
8218,739.75
8219,701
8220,768.25
8221,931
8222,1182.75
8223,1095.5
8224,939.75
8225,761
8226,725.25
8227,825
8228,810.25
8229,798.25
8230,795
8231,855.75
8232,959.75
8233,1177.75
8234,1421
8235,1203.75
8236,1004
8237,913
8238,1014
8239,874.25
8240,896.5
8241,687.5
8242,559
8243,495.5
8244,506.5
8245,710.5
8246,966
8247,1000
8248,782.5
8249,705
8250,732.25
8251,762.75
8252,850.25
8253,755
8254,761
8255,771
8256,976.5
8257,1017.25
8258,1081
8259,891.25
8260,824.33333333333
8261,637
8262,669.5
8263,659.5
8264,594
8265,579.75
8266,471.5
8267,475.75
8268,530
8269,568
8270,896.25
8271,969.75
8272,873.5
8273,780.25
8274,751.75
8275,791
8276,837
8277,845
8278,917.5
8279,989
8280,1071.25
8281,1179.25
8282,1228.25
8283,980.75
8284,969
8285,1031
8286,909
8287,849.5
8288,725.5
8289,702.5
8290,627.25
8291,610.5
8292,605.5
8293,736
8294,918.75
8295,940.25
8296,800
8297,853.25
8298,831
8299,684.75
8300,692.5
8301,648.5
8302,679
8303,777.25
8304,869.5
8305,979.25
8306,1060.75
8307,1044.25
8308,991.25
8309,887.75
8310,879.75
8311,816
8312,913.25
8313,770
8314,758
8315,580.25
8316,501.25
8317,506.25
8318,540.75
8319,552.25
8320,603.5
8321,620
8322,622.75
8323,636.33333333333
8324,613
8325,671.25
8326,664.75
8327,640
8328,675.25
8329,646.5
8330,744.75
8331,699
8332,661.25
8333,693.75
8334,670.5
8335,588
8336,517.5
8337,463.5
8338,447
8339,501.5
8340,588.75
8341,786.25
8342,1010
8343,1095.25
8344,963.5
8345,859
8346,837.25
8347,949.75
8348,896.25
8349,850.5
8350,925
8351,976.25
8352,930.75
8353,1301.25
8354,1288.5
8355,863.25
8356,730.25
8357,643.25
8358,591.25
8359,592
8360,511.25
8361,454.25
8362,440.25
8363,502.5
8364,627.75
8365,842
8366,1199.75
8367,1403
8368,1148.5
8369,854.5
8370,942
8371,978.5
8372,1081.5
8373,940.25
8374,1009.5
8375,896.25
8376,984.5
8377,1088.75
8378,902.5
8379,918.5
8380,686.25
8381,628
8382,724.5
8383,665.25
8384,572
8385,532.75
8386,516
8387,466
8388,497.25
8389,597
8390,885.75
8391,820.25
8392,697.25
8393,687.25
8394,693.5
8395,910
8396,983
8397,974.75
8398,946
8399,989.75
8400,1027.25
8401,1037.75
8402,1070.75
8403,1027.75
8404,961.75
8405,744.25
8406,750.25
8407,625.25
8408,647
8409,544.5
8410,527.75
8411,517.75
8412,652.25
8413,787.25
8414,1081.75
8415,1132
8416,939.25
8417,835.75
8418,783.75
8419,873
8420,888.25
8421,1002.25
8422,1094
8423,1092
8424,1224
8425,1230.25
8426,1225
8427,1121
8428,917
8429,894.75
8430,905.25
8431,860.25
8432,772.5
8433,679
8434,677.25
8435,594.75
8436,717
8437,818.5
8438,1260
8439,1502
8440,1233.75
